ID_Pedido,Data,Loja,Produto,Preco_Unitario,Qtd,Cliente,Faturamento,Forma de venda,Regiao
27122,2024-01-19,Belo Horizonte,Notebook Dell,3500.0,3,Cliente_3425,10500.0,Presencial,Sudeste
87409,2024-01-19,Belo Horizonte,Notebook Dell,3500.0,3,Cliente_10552,10500.0,Presencial,Sudeste
65789,2024-01-19,São Paulo,iPhone 14,5500.0,2,Cliente_22804,11000.0,Presencial,Sudeste
92094,2024-01-19,Belo Horizonte,iPhone 14,5500.0,2,Cliente_14038,11000.0,Presencial,Sudeste
75956,2024-01-19,Curitiba,Notebook HP,3200.0,5,Cliente_9023,16000.0,Presencial,Sul
61190,2024-01-19,São Paulo,iPhone 14,5500.0,3,Cliente_18060,16500.0,Presencial,Sudeste
66524,2024-01-19,Belo Horizonte,iPhone 14,5500.0,3,Cliente_10234,16500.0,Presencial,Sudeste
30343,2024-01-19,São Paulo,iPhone 14,5500.0,5,Cliente_29242,27500.0,Presencial,Sudeste
74507,2024-01-19,São Paulo,Notebook Dell,3500.0,10,Cliente_9853,35000.0,Presencial,Sudeste
3024,2024-01-19,Curitiba,iPhone 14,5500.0,10,Cliente_8061,55000.0,Presencial,Sul
7367,2024-01-20,Salvador,Cabo HDMI,40.0,1,Cliente_27012,40.0,Presencial,Nordeste
16398,2024-01-20,Rio De Janeiro,Cabo HDMI,40.0,1,Cliente_5064,40.0,Presencial,Sudeste
31562,2024-01-20,Curitiba,Cabo HDMI,40.0,1,Cliente_23363,40.0,Presencial,Sul
33531,2024-01-20,Recife,Cabo HDMI,40.0,1,Cliente_1351,40.0,Online,Nordeste
60555,2024-01-20,Porto Alegre,Cabo HDMI,40.0,1,Cliente_6410,40.0,Presencial,Sul
67289,2024-01-20,Rio De Janeiro,Cabo HDMI,40.0,1,Cliente_22857,40.0,Presencial,Sudeste
74043,2024-01-20,Belo Horizonte,Cabo HDMI,40.0,1,Cliente_21066,40.0,Presencial,Sudeste
79259,2024-01-20,Porto Alegre,Cabo HDMI,40.0,1,Cliente_4531,40.0,Presencial,Sul
81742,2024-01-20,Salvador,Cabo HDMI,40.0,1,Cliente_8730,40.0,Presencial,Nordeste
90532,2024-01-20,Curitiba,Cabo HDMI,40.0,1,Cliente_19198,40.0,Presencial,Sul
9345,2024-01-20,Curitiba,Cabo HDMI,40.0,2,Cliente_22567,80.0,Presencial,Sul
19137,2024-01-20,Porto Alegre,Cabo HDMI,40.0,2,Cliente_28865,80.0,Presencial,Sul
35974,2024-01-20,Belo Horizonte,Cabo HDMI,40.0,2,Cliente_25959,80.0,Presencial,Sudeste
42696,2024-01-20,Belo Horizonte,Cabo HDMI,40.0,2,Cliente_29095,80.0,Presencial,Sudeste
77533,2024-01-20,Recife,Cabo HDMI,40.0,2,Cliente_23343,80.0,Online,Nordeste
3606,2024-01-20,Belo Horizonte,Mouse Gamer,120.0,1,Cliente_4809,120.0,Presencial,Sudeste
13404,2024-01-20,Recife,Mouse Gamer,120.0,1,Cliente_23108,120.0,Online,Nordeste
13732,2024-01-20,Curitiba,Mouse Gamer,120.0,1,Cliente_22465,120.0,Presencial,Sul
23265,2024-01-20,Recife,Mouse Gamer,120.0,1,Cliente_23880,120.0,Online,Nordeste
31678,2024-01-20,Curitiba,Mouse Gamer,120.0,1,Cliente_7759,120.0,Presencial,Sul
34001,2024-01-20,Porto Alegre,Mouse Gamer,120.0,1,Cliente_5961,120.0,Presencial,Sul
34118,2024-01-20,Belo Horizonte,Mouse Gamer,120.0,1,Cliente_5468,120.0,Presencial,Sudeste
34522,2024-01-20,Curitiba,Mouse Gamer,120.0,1,Cliente_23306,120.0,Presencial,Sul
44781,2024-01-20,Curitiba,Mouse Gamer,120.0,1,Cliente_4097,120.0,Presencial,Sul
52412,2024-01-20,Belo Horizonte,Mouse Gamer,120.0,1,Cliente_27626,120.0,Presencial,Sudeste
54692,2024-01-20,Rio De Janeiro,Cabo HDMI,40.0,3,Cliente_28159,120.0,Presencial,Sudeste
54730,2024-01-20,São Paulo,Mouse Gamer,120.0,1,Cliente_12103,120.0,Presencial,Sudeste
69537,2024-01-20,Recife,Mouse Gamer,120.0,1,Cliente_5829,120.0,Online,Nordeste
70059,2024-01-20,Belo Horizonte,Mouse Gamer,120.0,1,Cliente_1140,120.0,Presencial,Sudeste
79957,2024-01-20,Rio De Janeiro,Mouse Gamer,120.0,1,Cliente_24424,120.0,Presencial,Sudeste
81493,2024-01-20,Recife,Mouse Gamer,120.0,1,Cliente_556,120.0,Online,Nordeste
85756,2024-01-20,Porto Alegre,Mouse Gamer,120.0,1,Cliente_6027,120.0,Presencial,Sul
89771,2024-01-20,Rio De Janeiro,Mouse Gamer,120.0,1,Cliente_14089,120.0,Presencial,Sudeste
12468,2024-01-20,Porto Alegre,Mouse Gamer,120.0,2,Cliente_16749,240.0,Presencial,Sul
12707,2024-01-20,Belo Horizonte,Mouse Gamer,120.0,2,Cliente_1430,240.0,Presencial,Sudeste
41920,2024-01-20,São Paulo,Mouse Gamer,120.0,2,Cliente_186,240.0,Presencial,Sudeste
13446,2024-01-20,Belo Horizonte,Teclado Mecânico,250.0,1,Cliente_5075,250.0,Presencial,Sudeste
13773,2024-01-20,Belo Horizonte,Teclado Mecânico,250.0,1,Cliente_23800,250.0,Presencial,Sudeste
30399,2024-01-20,Porto Alegre,Teclado Mecânico,250.0,1,Cliente_13126,250.0,Presencial,Sul
39353,2024-01-20,Curitiba,Teclado Mecânico,250.0,1,Cliente_10140,250.0,Presencial,Sul
41619,2024-01-20,Porto Alegre,Teclado Mecânico,250.0,1,Cliente_1420,250.0,Presencial,Sul
60250,2024-01-20,Recife,Teclado Mecânico,250.0,1,Cliente_978,250.0,Online,Nordeste
62472,2024-01-20,Curitiba,Teclado Mecânico,250.0,1,Cliente_8015,250.0,Presencial,Sul
64745,2024-01-20,São Paulo,Teclado Mecânico,250.0,1,Cliente_10817,250.0,Presencial,Sudeste
73701,2024-01-20,São Paulo,Teclado Mecânico,250.0,1,Cliente_27053,250.0,Presencial,Sudeste
79505,2024-01-20,Curitiba,Teclado Mecânico,250.0,1,Cliente_12593,250.0,Presencial,Sul
80520,2024-01-20,Belo Horizonte,Teclado Mecânico,250.0,1,Cliente_16618,250.0,Presencial,Sudeste
81865,2024-01-20,São Paulo,Teclado Mecânico,250.0,1,Cliente_9087,250.0,Presencial,Sudeste
28408,2024-01-20,Rio De Janeiro,Mouse Gamer,120.0,3,Cliente_21546,360.0,Presencial,Sudeste
56644,2024-01-20,Recife,Teclado Mecânico,250.0,2,Cliente_22627,500.0,Online,Nordeste
65538,2024-01-20,Salvador,Mouse Gamer,120.0,5,Cliente_8912,600.0,Presencial,Nordeste
28627,2024-01-20,Porto Alegre,Teclado Mecânico,250.0,3,Cliente_16320,750.0,Presencial,Sul
34004,2024-01-20,Recife,Teclado Mecânico,250.0,3,Cliente_29720,750.0,Online,Nordeste
95457,2024-01-20,Salvador,Teclado Mecânico,250.0,3,Cliente_1858,750.0,Presencial,Nordeste
7410,2024-01-20,Curitiba,"Monitor 27""",1200.0,1,Cliente_10132,1200.0,Presencial,Sul
27615,2024-01-20,São Paulo,"Monitor 27""",1200.0,1,Cliente_5019,1200.0,Presencial,Sudeste
56011,2024-01-20,Recife,"Monitor 27""",1200.0,1,Cliente_15965,1200.0,Online,Nordeste
65375,2024-01-20,Curitiba,"Monitor 27""",1200.0,1,Cliente_16588,1200.0,Presencial,Sul
79400,2024-01-20,Porto Alegre,"Monitor 27""",1200.0,1,Cliente_21316,1200.0,Presencial,Sul
81201,2024-01-20,Porto Alegre,"Monitor 27""",1200.0,1,Cliente_19994,1200.0,Presencial,Sul
86947,2024-01-20,Salvador,"Monitor 27""",1200.0,1,Cliente_9220,1200.0,Presencial,Nordeste
94383,2024-01-20,Recife,"Monitor 27""",1200.0,1,Cliente_7401,1200.0,Online,Nordeste
98762,2024-01-20,Recife,"Monitor 27""",1200.0,1,Cliente_19181,1200.0,Online,Nordeste
12935,2024-01-20,Curitiba,Smartphone Samsung,2200.0,1,Cliente_29015,2200.0,Presencial,Sul
21899,2024-01-20,Recife,Smartphone Samsung,2200.0,1,Cliente_11242,2200.0,Online,Nordeste
28414,2024-01-20,São Paulo,Smartphone Samsung,2200.0,1,Cliente_25578,2200.0,Presencial,Sudeste
49613,2024-01-20,São Paulo,Smartphone Samsung,2200.0,1,Cliente_13053,2200.0,Presencial,Sudeste
68932,2024-01-20,Recife,Smartphone Samsung,2200.0,1,Cliente_27923,2200.0,Online,Nordeste
73818,2024-01-20,Curitiba,Smartphone Samsung,2200.0,1,Cliente_21729,2200.0,Presencial,Sul
95837,2024-01-20,Salvador,Smartphone Samsung,2200.0,1,Cliente_5029,2200.0,Presencial,Nordeste
96190,2024-01-20,Rio De Janeiro,Smartphone Samsung,2200.0,1,Cliente_8149,2200.0,Presencial,Sudeste
97105,2024-01-20,São Paulo,Smartphone Samsung,2200.0,1,Cliente_23574,2200.0,Presencial,Sudeste
57701,2024-01-20,Belo Horizonte,"Monitor 27""",1200.0,2,Cliente_3489,2400.0,Presencial,Sudeste
65427,2024-01-20,Recife,"Monitor 27""",1200.0,2,Cliente_14393,2400.0,Online,Nordeste
72850,2024-01-20,Recife,"Monitor 27""",1200.0,2,Cliente_5428,2400.0,Online,Nordeste
74243,2024-01-20,Curitiba,"Monitor 27""",1200.0,2,Cliente_13139,2400.0,Presencial,Sul
84206,2024-01-20,Porto Alegre,"Monitor 27""",1200.0,2,Cliente_18618,2400.0,Presencial,Sul
2583,2024-01-20,Salvador,Notebook HP,3200.0,1,Cliente_7452,3200.0,Presencial,Nordeste
16139,2024-01-20,Porto Alegre,Notebook HP,3200.0,1,Cliente_17975,3200.0,Presencial,Sul
20715,2024-01-20,Salvador,Notebook HP,3200.0,1,Cliente_6743,3200.0,Presencial,Nordeste
38558,2024-01-20,Curitiba,Notebook HP,3200.0,1,Cliente_1400,3200.0,Presencial,Sul
44165,2024-01-20,Recife,Notebook HP,3200.0,1,Cliente_19468,3200.0,Online,Nordeste
49445,2024-01-20,Salvador,Notebook HP,3200.0,1,Cliente_1848,3200.0,Presencial,Nordeste
59328,2024-01-20,Curitiba,Notebook HP,3200.0,1,Cliente_5346,3200.0,Presencial,Sul
78240,2024-01-20,Recife,Notebook HP,3200.0,1,Cliente_28977,3200.0,Online,Nordeste
95798,2024-01-20,Rio De Janeiro,Notebook HP,3200.0,1,Cliente_7460,3200.0,Presencial,Sudeste
11079,2024-01-20,Belo Horizonte,Notebook Dell,3500.0,1,Cliente_23152,3500.0,Presencial,Sudeste
21167,2024-01-20,Curitiba,Notebook Dell,3500.0,1,Cliente_24350,3500.0,Presencial,Sul
41174,2024-01-20,São Paulo,Notebook Dell,3500.0,1,Cliente_26493,3500.0,Presencial,Sudeste
43892,2024-01-20,Rio De Janeiro,Notebook Dell,3500.0,1,Cliente_21332,3500.0,Presencial,Sudeste
58405,2024-01-20,Recife,Notebook Dell,3500.0,1,Cliente_15129,3500.0,Online,Nordeste
63795,2024-01-20,Porto Alegre,Notebook Dell,3500.0,1,Cliente_13501,3500.0,Presencial,Sul
71830,2024-01-20,Porto Alegre,Notebook Dell,3500.0,1,Cliente_21456,3500.0,Presencial,Sul
75822,2024-01-20,Porto Alegre,Notebook Dell,3500.0,1,Cliente_18978,3500.0,Presencial,Sul
94424,2024-01-20,Recife,Notebook Dell,3500.0,1,Cliente_20656,3500.0,Online,Nordeste
38335,2024-01-20,São Paulo,Smartphone Samsung,2200.0,2,Cliente_4517,4400.0,Presencial,Sudeste
76884,2024-01-20,São Paulo,Smartphone Samsung,2200.0,2,Cliente_14471,4400.0,Presencial,Sudeste
98532,2024-01-20,Rio De Janeiro,Smartphone Samsung,2200.0,2,Cliente_16381,4400.0,Presencial,Sudeste
4465,2024-01-20,Recife,iPhone 14,5500.0,1,Cliente_5216,5500.0,Online,Nordeste
6149,2024-01-20,Porto Alegre,iPhone 14,5500.0,1,Cliente_4975,5500.0,Presencial,Sul
6168,2024-01-20,Porto Alegre,iPhone 14,5500.0,1,Cliente_18895,5500.0,Presencial,Sul
8009,2024-01-20,Recife,iPhone 14,5500.0,1,Cliente_17664,5500.0,Online,Nordeste
11045,2024-01-20,Rio De Janeiro,iPhone 14,5500.0,1,Cliente_27213,5500.0,Presencial,Sudeste
12041,2024-01-20,Porto Alegre,iPhone 14,5500.0,1,Cliente_18894,5500.0,Presencial,Sul
18303,2024-01-20,Curitiba,iPhone 14,5500.0,1,Cliente_20593,5500.0,Presencial,Sul
20176,2024-01-20,Rio De Janeiro,iPhone 14,5500.0,1,Cliente_27585,5500.0,Presencial,Sudeste
36827,2024-01-20,Porto Alegre,iPhone 14,5500.0,1,Cliente_16529,5500.0,Presencial,Sul
38751,2024-01-20,Porto Alegre,iPhone 14,5500.0,1,Cliente_5157,5500.0,Presencial,Sul
60092,2024-01-20,Rio De Janeiro,iPhone 14,5500.0,1,Cliente_22941,5500.0,Presencial,Sudeste
62810,2024-01-20,Belo Horizonte,iPhone 14,5500.0,1,Cliente_25029,5500.0,Presencial,Sudeste
64438,2024-01-20,Belo Horizonte,iPhone 14,5500.0,1,Cliente_23167,5500.0,Presencial,Sudeste
69381,2024-01-20,Rio De Janeiro,iPhone 14,5500.0,1,Cliente_11384,5500.0,Presencial,Sudeste
69401,2024-01-20,Salvador,iPhone 14,5500.0,1,Cliente_17953,5500.0,Presencial,Nordeste
80765,2024-01-20,Belo Horizonte,iPhone 14,5500.0,1,Cliente_25420,5500.0,Presencial,Sudeste
89512,2024-01-20,Belo Horizonte,iPhone 14,5500.0,1,Cliente_18653,5500.0,Presencial,Sudeste
90049,2024-01-20,São Paulo,iPhone 14,5500.0,1,Cliente_2762,5500.0,Presencial,Sudeste
36425,2024-01-20,Curitiba,Notebook HP,3200.0,2,Cliente_21981,6400.0,Presencial,Sul
98578,2024-01-20,Porto Alegre,Notebook HP,3200.0,2,Cliente_13181,6400.0,Presencial,Sul
25321,2024-01-20,Belo Horizonte,Smartphone Samsung,2200.0,3,Cliente_24383,6600.0,Presencial,Sudeste
28505,2024-01-20,Rio De Janeiro,Notebook Dell,3500.0,2,Cliente_23863,7000.0,Presencial,Sudeste
80003,2024-01-20,Curitiba,Notebook Dell,3500.0,2,Cliente_15622,7000.0,Presencial,Sul
11893,2024-01-20,Belo Horizonte,Notebook HP,3200.0,3,Cliente_3352,9600.0,Presencial,Sudeste
14939,2024-01-20,Recife,Notebook Dell,3500.0,3,Cliente_8232,10500.0,Online,Nordeste
56995,2024-01-20,Salvador,iPhone 14,5500.0,2,Cliente_21939,11000.0,Presencial,Nordeste
84851,2024-01-20,Salvador,Notebook HP,3200.0,5,Cliente_13053,16000.0,Presencial,Nordeste
73067,2024-01-20,Recife,iPhone 14,5500.0,3,Cliente_6126,16500.0,Online,Nordeste
85871,2024-01-20,São Paulo,iPhone 14,5500.0,3,Cliente_19731,16500.0,Presencial,Sudeste
28206,2024-01-20,Rio De Janeiro,iPhone 14,5500.0,5,Cliente_28065,27500.0,Presencial,Sudeste
7342,2024-01-21,Belo Horizonte,Cabo HDMI,40.0,1,Cliente_9122,40.0,Presencial,Sudeste
7458,2024-01-21,Curitiba,Cabo HDMI,40.0,1,Cliente_15789,40.0,Presencial,Sul
11343,2024-01-21,Curitiba,Cabo HDMI,40.0,1,Cliente_19713,40.0,Presencial,Sul
14544,2024-01-21,Recife,Cabo HDMI,40.0,1,Cliente_6153,40.0,Online,Nordeste
21269,2024-01-21,Salvador,Cabo HDMI,40.0,1,Cliente_3095,40.0,Presencial,Nordeste
21287,2024-01-21,Recife,Cabo HDMI,40.0,1,Cliente_18281,40.0,Online,Nordeste
33356,2024-01-21,Recife,Cabo HDMI,40.0,1,Cliente_6954,40.0,Online,Nordeste
35497,2024-01-21,Porto Alegre,Cabo HDMI,40.0,1,Cliente_1417,40.0,Presencial,Sul
39880,2024-01-21,Curitiba,Cabo HDMI,40.0,1,Cliente_8982,40.0,Presencial,Sul
40588,2024-01-21,Salvador,Cabo HDMI,40.0,1,Cliente_2776,40.0,Presencial,Nordeste
49985,2024-01-21,Recife,Cabo HDMI,40.0,1,Cliente_14766,40.0,Online,Nordeste
58823,2024-01-21,Porto Alegre,Cabo HDMI,40.0,1,Cliente_457,40.0,Presencial,Sul
64160,2024-01-21,São Paulo,Cabo HDMI,40.0,1,Cliente_8640,40.0,Presencial,Sudeste
73197,2024-01-21,São Paulo,Cabo HDMI,40.0,1,Cliente_19838,40.0,Presencial,Sudeste
76954,2024-01-21,São Paulo,Cabo HDMI,40.0,1,Cliente_1568,40.0,Presencial,Sudeste
94005,2024-01-21,Salvador,Cabo HDMI,40.0,1,Cliente_26916,40.0,Presencial,Nordeste
94334,2024-01-21,Porto Alegre,Cabo HDMI,40.0,1,Cliente_3285,40.0,Presencial,Sul
3501,2024-01-21,Belo Horizonte,Mouse Gamer,120.0,1,Cliente_23239,120.0,Presencial,Sudeste
6205,2024-01-21,Salvador,Mouse Gamer,120.0,1,Cliente_4648,120.0,Presencial,Nordeste
6254,2024-01-21,Curitiba,Cabo HDMI,40.0,3,Cliente_6313,120.0,Presencial,Sul
11086,2024-01-21,São Paulo,Mouse Gamer,120.0,1,Cliente_23873,120.0,Presencial,Sudeste
15848,2024-01-21,São Paulo,Mouse Gamer,120.0,1,Cliente_20016,120.0,Presencial,Sudeste
17843,2024-01-21,Porto Alegre,Mouse Gamer,120.0,1,Cliente_29230,120.0,Presencial,Sul
23522,2024-01-21,Rio De Janeiro,Mouse Gamer,120.0,1,Cliente_20743,120.0,Presencial,Sudeste
28256,2024-01-21,Curitiba,Mouse Gamer,120.0,1,Cliente_17439,120.0,Presencial,Sul
29115,2024-01-21,Salvador,Cabo HDMI,40.0,3,Cliente_12803,120.0,Presencial,Nordeste
37557,2024-01-21,São Paulo,Mouse Gamer,120.0,1,Cliente_24027,120.0,Presencial,Sudeste
40528,2024-01-21,São Paulo,Mouse Gamer,120.0,1,Cliente_14970,120.0,Presencial,Sudeste
49180,2024-01-21,São Paulo,Mouse Gamer,120.0,1,Cliente_13513,120.0,Presencial,Sudeste
49195,2024-01-21,Belo Horizonte,Mouse Gamer,120.0,1,Cliente_17855,120.0,Presencial,Sudeste
53070,2024-01-21,Rio De Janeiro,Mouse Gamer,120.0,1,Cliente_12583,120.0,Presencial,Sudeste
69272,2024-01-21,Salvador,Mouse Gamer,120.0,1,Cliente_17318,120.0,Presencial,Nordeste
97738,2024-01-21,Rio De Janeiro,Mouse Gamer,120.0,1,Cliente_18427,120.0,Presencial,Sudeste
82755,2024-01-21,Curitiba,Cabo HDMI,40.0,5,Cliente_24660,200.0,Presencial,Sul
30149,2024-01-21,Porto Alegre,Mouse Gamer,120.0,2,Cliente_29329,240.0,Presencial,Sul
67210,2024-01-21,São Paulo,Mouse Gamer,120.0,2,Cliente_6068,240.0,Presencial,Sudeste
3944,2024-01-21,Porto Alegre,Teclado Mecânico,250.0,1,Cliente_5195,250.0,Presencial,Sul
13408,2024-01-21,Rio De Janeiro,Teclado Mecânico,250.0,1,Cliente_10570,250.0,Presencial,Sudeste
33206,2024-01-21,São Paulo,Teclado Mecânico,250.0,1,Cliente_16606,250.0,Presencial,Sudeste
41060,2024-01-21,Salvador,Teclado Mecânico,250.0,1,Cliente_3456,250.0,Presencial,Nordeste
71503,2024-01-21,São Paulo,Teclado Mecânico,250.0,1,Cliente_25906,250.0,Presencial,Sudeste
77941,2024-01-21,Curitiba,Teclado Mecânico,250.0,1,Cliente_24740,250.0,Presencial,Sul
80819,2024-01-21,Recife,Teclado Mecânico,250.0,1,Cliente_1690,250.0,Online,Nordeste
89239,2024-01-21,São Paulo,Teclado Mecânico,250.0,1,Cliente_2170,250.0,Presencial,Sudeste
91890,2024-01-21,Salvador,Teclado Mecânico,250.0,1,Cliente_14478,250.0,Presencial,Nordeste
51350,2024-01-21,Rio De Janeiro,Mouse Gamer,120.0,3,Cliente_7493,360.0,Presencial,Sudeste
585,2024-01-21,Recife,Teclado Mecânico,250.0,2,Cliente_25832,500.0,Online,Nordeste
34671,2024-01-21,Recife,Teclado Mecânico,250.0,2,Cliente_8568,500.0,Online,Nordeste
90056,2024-01-21,Rio De Janeiro,Teclado Mecânico,250.0,2,Cliente_2924,500.0,Presencial,Sudeste
18939,2024-01-21,Recife,Mouse Gamer,120.0,5,Cliente_1847,600.0,Online,Nordeste
8997,2024-01-21,Recife,"Monitor 27""",1200.0,1,Cliente_22641,1200.0,Online,Nordeste
16039,2024-01-21,Recife,"Monitor 27""",1200.0,1,Cliente_27364,1200.0,Online,Nordeste
17737,2024-01-21,Porto Alegre,"Monitor 27""",1200.0,1,Cliente_7919,1200.0,Presencial,Sul
18160,2024-01-21,Rio De Janeiro,"Monitor 27""",1200.0,1,Cliente_12322,1200.0,Presencial,Sudeste
56248,2024-01-21,Rio De Janeiro,"Monitor 27""",1200.0,1,Cliente_24072,1200.0,Presencial,Sudeste
60096,2024-01-21,Recife,"Monitor 27""",1200.0,1,Cliente_12042,1200.0,Online,Nordeste
72504,2024-01-21,Rio De Janeiro,"Monitor 27""",1200.0,1,Cliente_16284,1200.0,Presencial,Sudeste
75633,2024-01-21,Belo Horizonte,"Monitor 27""",1200.0,1,Cliente_1837,1200.0,Presencial,Sudeste
81277,2024-01-21,São Paulo,"Monitor 27""",1200.0,1,Cliente_399,1200.0,Presencial,Sudeste
85703,2024-01-21,Porto Alegre,"Monitor 27""",1200.0,1,Cliente_9156,1200.0,Presencial,Sul
87286,2024-01-21,Porto Alegre,"Monitor 27""",1200.0,1,Cliente_5716,1200.0,Presencial,Sul
93168,2024-01-21,Belo Horizonte,"Monitor 27""",1200.0,1,Cliente_21176,1200.0,Presencial,Sudeste
956,2024-01-21,Belo Horizonte,Smartphone Samsung,2200.0,1,Cliente_29922,2200.0,Presencial,Sudeste
18066,2024-01-21,Porto Alegre,Smartphone Samsung,2200.0,1,Cliente_12666,2200.0,Presencial,Sul
37003,2024-01-21,São Paulo,Smartphone Samsung,2200.0,1,Cliente_25777,2200.0,Presencial,Sudeste
44148,2024-01-21,Rio De Janeiro,Smartphone Samsung,2200.0,1,Cliente_14249,2200.0,Presencial,Sudeste
79450,2024-01-21,Recife,Smartphone Samsung,2200.0,1,Cliente_22239,2200.0,Online,Nordeste
81929,2024-01-21,Belo Horizonte,Smartphone Samsung,2200.0,1,Cliente_25373,2200.0,Presencial,Sudeste
93456,2024-01-21,Rio De Janeiro,Smartphone Samsung,2200.0,1,Cliente_26930,2200.0,Presencial,Sudeste
73913,2024-01-21,Porto Alegre,"Monitor 27""",1200.0,2,Cliente_5960,2400.0,Presencial,Sul
87330,2024-01-21,Recife,Teclado Mecânico,250.0,10,Cliente_24327,2500.0,Online,Nordeste
10458,2024-01-21,Recife,Notebook HP,3200.0,1,Cliente_2343,3200.0,Online,Nordeste
12859,2024-01-21,São Paulo,Notebook HP,3200.0,1,Cliente_3654,3200.0,Presencial,Sudeste
54058,2024-01-21,Belo Horizonte,Notebook HP,3200.0,1,Cliente_4336,3200.0,Presencial,Sudeste
56351,2024-01-21,Recife,Notebook HP,3200.0,1,Cliente_4781,3200.0,Online,Nordeste
62486,2024-01-21,Recife,Notebook HP,3200.0,1,Cliente_23607,3200.0,Online,Nordeste
69252,2024-01-21,Rio De Janeiro,Notebook HP,3200.0,1,Cliente_12175,3200.0,Presencial,Sudeste
72684,2024-01-21,Porto Alegre,Notebook HP,3200.0,1,Cliente_20155,3200.0,Presencial,Sul
80937,2024-01-21,Curitiba,Notebook HP,3200.0,1,Cliente_25292,3200.0,Presencial,Sul
87624,2024-01-21,Porto Alegre,Notebook HP,3200.0,1,Cliente_8258,3200.0,Presencial,Sul
95602,2024-01-21,São Paulo,Notebook HP,3200.0,1,Cliente_17931,3200.0,Presencial,Sudeste
98128,2024-01-21,São Paulo,Notebook HP,3200.0,1,Cliente_25095,3200.0,Presencial,Sudeste
17659,2024-01-21,Curitiba,Notebook Dell,3500.0,1,Cliente_17884,3500.0,Presencial,Sul
24593,2024-01-21,São Paulo,Notebook Dell,3500.0,1,Cliente_28679,3500.0,Presencial,Sudeste
25743,2024-01-21,Porto Alegre,Notebook Dell,3500.0,1,Cliente_3680,3500.0,Presencial,Sul
26143,2024-01-21,Rio De Janeiro,Notebook Dell,3500.0,1,Cliente_20432,3500.0,Presencial,Sudeste
31962,2024-01-21,Curitiba,Notebook Dell,3500.0,1,Cliente_12267,3500.0,Presencial,Sul
66701,2024-01-21,Curitiba,Notebook Dell,3500.0,1,Cliente_2725,3500.0,Presencial,Sul
67637,2024-01-21,Rio De Janeiro,Notebook Dell,3500.0,1,Cliente_12333,3500.0,Presencial,Sudeste
73571,2024-01-21,Recife,Notebook Dell,3500.0,1,Cliente_8433,3500.0,Online,Nordeste
90512,2024-01-21,São Paulo,Notebook Dell,3500.0,1,Cliente_16804,3500.0,Presencial,Sudeste
28610,2024-01-21,Recife,"Monitor 27""",1200.0,3,Cliente_18431,3600.0,Online,Nordeste
37068,2024-01-21,Belo Horizonte,"Monitor 27""",1200.0,3,Cliente_4904,3600.0,Presencial,Sudeste
97528,2024-01-21,Belo Horizonte,"Monitor 27""",1200.0,3,Cliente_10834,3600.0,Presencial,Sudeste
10179,2024-01-21,Salvador,Smartphone Samsung,2200.0,2,Cliente_29087,4400.0,Presencial,Nordeste
42410,2024-01-21,Curitiba,Smartphone Samsung,2200.0,2,Cliente_353,4400.0,Presencial,Sul
3157,2024-01-21,Rio De Janeiro,iPhone 14,5500.0,1,Cliente_8017,5500.0,Presencial,Sudeste
27999,2024-01-21,São Paulo,iPhone 14,5500.0,1,Cliente_13680,5500.0,Presencial,Sudeste
36796,2024-01-21,Salvador,iPhone 14,5500.0,1,Cliente_8606,5500.0,Presencial,Nordeste
41272,2024-01-21,Recife,iPhone 14,5500.0,1,Cliente_16786,5500.0,Online,Nordeste
56831,2024-01-21,Recife,iPhone 14,5500.0,1,Cliente_29422,5500.0,Online,Nordeste
58429,2024-01-21,Rio De Janeiro,iPhone 14,5500.0,1,Cliente_17153,5500.0,Presencial,Sudeste
79585,2024-01-21,Salvador,iPhone 14,5500.0,1,Cliente_20253,5500.0,Presencial,Nordeste
80315,2024-01-21,Belo Horizonte,iPhone 14,5500.0,1,Cliente_3170,5500.0,Presencial,Sudeste
89132,2024-01-21,Belo Horizonte,iPhone 14,5500.0,1,Cliente_5862,5500.0,Presencial,Sudeste
91198,2024-01-21,Porto Alegre,iPhone 14,5500.0,1,Cliente_16031,5500.0,Presencial,Sul
91991,2024-01-21,Curitiba,iPhone 14,5500.0,1,Cliente_8993,5500.0,Presencial,Sul
32305,2024-01-21,Recife,Notebook HP,3200.0,2,Cliente_24072,6400.0,Online,Nordeste
60690,2024-01-21,Salvador,Notebook HP,3200.0,2,Cliente_11538,6400.0,Presencial,Nordeste
61059,2024-01-21,Curitiba,Notebook HP,3200.0,2,Cliente_14631,6400.0,Presencial,Sul
32116,2024-01-21,Recife,Smartphone Samsung,2200.0,3,Cliente_12189,6600.0,Online,Nordeste
54822,2024-01-21,Rio De Janeiro,Smartphone Samsung,2200.0,3,Cliente_114,6600.0,Presencial,Sudeste
46022,2024-01-21,Rio De Janeiro,Notebook Dell,3500.0,2,Cliente_6707,7000.0,Presencial,Sudeste
70152,2024-01-21,São Paulo,Notebook Dell,3500.0,2,Cliente_22681,7000.0,Presencial,Sudeste
70178,2024-01-21,Belo Horizonte,Notebook Dell,3500.0,2,Cliente_29173,7000.0,Presencial,Sudeste
89874,2024-01-21,Salvador,Notebook Dell,3500.0,2,Cliente_6829,7000.0,Presencial,Nordeste
98279,2024-01-21,Belo Horizonte,Notebook Dell,3500.0,3,Cliente_5492,10500.0,Presencial,Sudeste
